book_name,count,author,genre,isbn,isbn13,good_reads_url,num_pages,num_rating,avg_rating
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,249,Tolkien; J.R.R.,fiction,0345538374,9780345538376,"1,728",85813.0,4.59
An American Life,249,Reagan; Ronald,non-fiction,0743400259,9780743400251,748,1796.0,4.24
Lincoln,249,Donald; David Herbert,non-fiction,068482535X,9780684825359,720,22861.0,4.16
The Death Cure (Maze Runner; #3),249,Dashner; James,fiction,0385738773,9780385738774,325,212677.0,3.78
The Reagan Diaries,249,Reagan; Ronald,non-fiction,0007263058,9780007263059,784,2300.0,4.11
Hot Six (Stephanie Plum; #6),248,Evanovich; Janet,fiction,0312976275,9780312976279,336,94458.0,4.17
The Gathering Storm (Wheel of Time; #12),248,Jordan; Robert,fiction,0765302306,9780765302304,783,87692.0,4.33
Flyboys: A True Story of Courage,248,Bradley; James D.,non-fiction,0316159433,9780316159432,464,13094.0,4.14
Mockingjay (The Hunger Games; #3),248,Collins; Suzanne,fiction,,,390,1670399.0,4.03
Lost in Shangri-la: A True Story of Survival; Adventure; and the Most Incredible Rescue Mission of World War II,248,Zuckoff; Mitchell,fiction,0061988340,9780061988349,384,24205.0,3.80
Bleachers,247,Grisham; John,fiction,0099468190,9780099468196,229,28113.0,3.45
The Sweetness at the Bottom of the Pie (Flavia de Luce; #1),247,Bradley; Alan,fiction,0385342306,9780385342308,374,95664.0,3.80
The Way of Kings (The Stormlight Archive; #1),247,Sanderson; Brandon,fiction,0765326353,9780765326355,"1,007",123771.0,4.62
The River of Doubt: Theodore Roosevelt's Darkest Journey,247,Millard; Candice,non-fiction,0767913736,9780767913737,416,24255.0,4.16
The Bone Collector (Lincoln Rhyme; #1),247,Deaver; Jeffery,fiction,0451188454,9780451188458,427,108237.0,4.17
The Grapes of Wrath,247,Steinbeck; John,fiction,067001690X,9780670016907,496,471550.0,3.90
Desperation,247,King; Stephen,fiction,0451188462,9780451188465,547,90618.0,3.79
North and South (North and South; #1),246,Jakes; John,fiction,0451200810,9780451200815,812,46448.0,4.18
The Poet (Jack McEvoy; #1; Harry Bosch World; #11),246,Connelly; Michael,fiction,0446690457,9780446690454,510,53975.0,4.18
Lies My Teacher Told Me,246,Loewen; James W.,non-fiction,0684818868,9780684818863,383,38978.0,3.95
Good in Bed (Cannie Shapiro; #1),246,Weiner; Jennifer,fiction,0743418174,9780743418171,376,234535.0,3.69
Winter's Heart (Wheel of Time; #9),246,Jordan; Robert,fiction,081257558X,9780812575583,780,66127.0,3.89
The Last Jihad (The Last Jihad; #1),246,Rosenberg; Joel C.,fiction,1414312725,9781414312729,307,6196.0,4.13
The Five Dysfunctions of a Team: A Leadership Fable,245,Lencioni; Patrick,fiction,0787960756,9780787960759,227,31848.0,3.97
Takedown (Scot Harvath; #5),245,Thor; Brad,fiction,0743271181,9780743271189,402,11985.0,4.25
Catching Fire (The Hunger Games; #2),245,Collins; Suzanne,fiction,,,403,1813047.0,4.30
Desecration (Left Behind; #9),245,LaHaye; Tim,fiction,0842332294,9780842332293,432,18954.0,3.99
Rules of Prey (Lucas Davenport; #1),245,Sandford; John,fiction,0425205819,9780425205815,479,46834.0,4.14
The Drop (Harry Bosch; #17; Harry Bosch World; #20),245,Connelly; Michael,fiction,0316069418,9780316069410,388,32188.0,4.12
Voyager (Outlander; #3),244,Gabaldon; Diana,fiction,0385335997,9780385335997,870,144091.0,4.37
A Slobbering Love Affair: The True (And Pathetic) Story of the Torrid Romance Between Barack Obama and the Mainstream Media,244,Goldberg; Bernard,non-fiction,1596980907,9781596980907,184,609.0,3.87
Fleeced: How Barack Obama; Media Mockery of Terrorist Threats; Liberals Who Want to Kill Talk Radio; the Do-Nothing Congress; Companies That Help Iran; and Washington Lobbyists for Foreign Governments Are Scamming Us...and What to Do About It,244,Morris; Dick,non-fiction,0061547751,9780061547751,352,662.0,3.57
Seven Up (Stephanie Plum; #7),244,Evanovich; Janet,fiction,0312980140,9780312980146,337,90205.0,4.15
Stardust,243,Gaiman; Neil,fiction,0061142026,9780061142024,250,229918.0,4.05
Perelandra (Space Trilogy; #2),243,Lewis; C.S.,fiction,0007157169,9780007157167,314,27634.0,3.96
The Zombie Survival Guide: Complete Protection from the Living Dead,243,Brooks; Max,fiction,1400049628,9781400049622,270,79455.0,3.86
America (The Book): A Citizen's Guide to Democracy Inaction,243,Stewart; Jon,fiction,0713998946,9780713998948,228,74222.0,4.02
Alas; Babylon,243,Frank; Pat,fiction,0060741872,9780060741877,323,27314.0,4.06
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,243,Sobel; Dava,fiction,0802714625,9780802714626,192,36990.0,3.94
Orange Is the New Black,243,Kerman; Piper,fiction,0385523386,9780385523387,298,120202.0,3.69
Suicide of a Superpower: Will America Survive to 2025?,243,Buchanan; Patrick J.,non-fiction,0312579977,9780312579975,496,371.0,3.96
Conservative Victory: Defeating Obama's Radical Agenda,242,Hannity; Sean,fiction,0062003054,9780062003058,256,551.0,3.81
Getting to Yes: Negotiating an Agreement Without Giving In,241,Fisher; Roger,non-fiction,0140157352,9780140157352,224,32502.0,3.86
A Portrait of the Artist as a Young Man,241,Joyce; James,fiction,0142437344,9780142437346,329,92089.0,3.59
The Dark Tower (The Dark Tower; #7),241,King; Stephen,fiction,1416524525,9781416524526,"1,050",86342.0,4.24
Life,241,Richards; Keith,fiction,0297854399,9780297854395,564,57381.0,3.83
The Maltese Falcon,241,Hammett; Dashiell,fiction,0752865331,9780752865331,213,59461.0,3.93
A Long Way Gone: Memoirs of a Boy Soldier,240,Beah; Ishmael,fiction,0374105235,9780374105235,229,101218.0,4.14
The Real George Washington,240,Parry; Jay A.,fiction,0880800143,9780880800143,928,1330.0,4.38
One Fish; Two Fish; Red Fish; Blue Fish,239,Seuss; Dr.,fiction,0007173687,9780007173686,64,115554.0,4.11
People of the Book,239,Brooks; Geraldine,fiction,067001821X,9780670018215,372,89750.0,3.99
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,239,Hinckley; Gordon B.,non-fiction,0609807250,9780609807255,256,12642.0,4.61
Mystic River,239,Lehane; Dennis,fiction,0060584750,9780060584757,416,72903.0,4.18
Hard Eight (Stephanie Plum; #8),239,Evanovich; Janet,fiction,0312983867,9780312983864,326,89040.0,4.16
Wolves of the Calla (The Dark Tower; #5),238,King; Stephen,fiction,141651693X,9781416516934,931,86728.0,4.15
The Lion's Game (John Corey; #2),238,DeMille; Nelson,fiction,0446679097,9780446679091,720,23918.0,4.17
Coraline,238,Gaiman; Neil,fiction,0061139378,9780061139376,162,292962.0,4.00
The Island of Dr. Moreau,238,Wells; H.G.,fiction,0553214322,9780553214321,160,62030.0,3.71
If You Give a Mouse a Cookie,237,Numeroff; Laura Joffe,fiction,0060245867,9780060245863,40,170937.0,4.22
Confessions,237,Augustine of Hippo,fiction,0192833723,9780192833723,311,28756.0,3.86
Hidden Order (Scot Harvath; #12),236,Thor; Brad,fiction,1476717095,9781476717098,377,8530.0,4.06
The Girl Who Loved Tom Gordon,236,King; Stephen,fiction,1416524290,9781416524298,264,92190.0,3.54
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,236,Gerber; Michael E.,non-fiction,0887307280,9780887307287,269,29647.0,3.95
Known and Unknown: A Memoir,236,Rumsfeld; Donald,non-fiction,159523067X,9781595230676,726,1238.0,3.78
Dark Force Rising (Star Wars: The Thrawn Trilogy; #2),236,Zahn; Timothy,fiction,0553560719,9780553560718,439,34920.0,4.12
Mrs. Frisby and the Rats of NIMH (Rats of NIMH; #1),236,O'Brien; Robert C.,fiction,0689862202,9780689862205,240,129002.0,4.11
The Witch of Blackbird Pond,236,Speare; Elizabeth George,fiction,0440995779,9780440995777,256,100706.0,3.95
The Eyes of the Dragon,236,King; Stephen,fiction,0751504572,9780751504576,427,73916.0,3.92
The Twelfth Imam (The Twelfth Imam; #1),235,Rosenberg; Joel C.,fiction,1423330994,9781423330998,,5363.0,4.17
A Random Walk Down Wall Street,235,Malkiel; Burton G.,non-fiction,0393325350,9780393325355,464,11712.0,3.99
Living Dead in Dallas (Sookie Stackhouse; #2),234,Harris; Charlaine,fiction,1841493007,9781841493008,288,197820.0,3.97
The Lucky One,234,Sparks; Nicholas,fiction,0446579939,9780446579933,326,248222.0,4.09
My Ántonia,234,Cather; Willa,fiction,1583485090,9781583485095,232,90239.0,3.75
Forever Odd (Odd Thomas; #2),234,Koontz; Dean,fiction,0553588265,9780553588262,364,54156.0,3.96
The Power of Positive Thinking,234,Peale; Norman Vincent,non-fiction,1416560610,9781416560616,128,45464.0,4.07
The Templar Legacy (Cotton Malone; #1),234,Berry; Steve,fiction,0345476166,9780345476166,511,32402.0,3.79
A Stolen Life,234,Dugard; Jaycee,non-fiction,1451629184,9781451629187,273,70809.0,3.87
Lucifer's Hammer,234,Niven; Larry,fiction,0449208133,9780449208137,640,31822.0,3.98
A Wizard of Earthsea (Earthsea Cycle; #1),234,Le Guin; Ursula K.,fiction,0553383043,9780553383041,183,144845.0,3.98
Alexander and the Terrible; Horrible; No Good; Very Bad Day,233,Viorst; Judith,fiction,0689711735,9780689711732,32,134044.0,4.22
Tuck Everlasting,233,Babbitt; Natalie,fiction,0374480095,9780374480097,139,164279.0,3.84
Safe Haven,233,Sparks; Nicholas,fiction,044654759X,9780446547598,340,237806.0,4.18
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,233,Schreiber; Flora Rheta,fiction,0446359408,9780446359405,460,68519.0,3.99
The Hit (Will Robie; #2),233,Baldacci; David,fiction,1455521213,9781455521210,392,26958.0,4.01
The Sword of Shannara (The Original Shannara Trilogy; #1),233,Brooks; Terry,fiction,1857231511,9781857231519,726,54788.0,3.75
The Conscience of a Conservative,233,Goldwater; Barry M.,non-fiction,0691131171,9780691131177,144,1614.0,3.92
City of Ashes (The Mortal Instruments; #2),233,Clare; Cassandra,fiction,1416914293,9781416914297,453,514226.0,4.22
Are You My Mother?,232,Eastman; P.D.,fiction,0001713221,9780001713222,64,148022.0,4.15
Obama Zombies: How the Liberal Machine Brainwashed My Generation,232,Mattera; Jason,fiction,1439172072,9781439172070,288,408.0,3.51
A Discovery of Witches (All Souls Trilogy; #1),232,Harkness; Deborah,fiction,0670022411,9780670022410,579,218126.0,3.98
The Forgotten (John Puller; #2),232,Baldacci; David,fiction,0446573051,9780446573054,422,28769.0,4.03
Duma Key,232,King; Stephen,fiction,1416552510,9781416552512,611,69379.0,3.91
The Blind Side: Evolution of a Game,232,Lewis; Michael,fiction,039306123X,9780393061239,304,53974.0,4.15
Dirk Gently's Holistic Detective Agency (Dirk Gently #1),232,Adams; Douglas,fiction,0671746723,9780671746728,306,84827.0,3.97
The Greatest Salesman in the World,231,Mandino; Og,fiction,055327757X,9780553277579,128,29541.0,4.18
Eaters of the Dead,231,Crichton; Michael,fiction,0060891564,9780060891565,304,25459.0,3.62
The Cost of Discipleship,231,Bonhoeffer; Dietrich,non-fiction,0684815001,9780684815008,320,21713.0,4.35
2nd Chance (Women's Murder Club; #2),231,Patterson; James,fiction,0446696633,9780446696630,400,66889.0,4.00
Gone Girl,230,Flynn; Gillian,fiction,0307588378,9780307588371,422,1305366.0,4.00
Lies the Government Told You: Myth; Power; and Deception in American History,230,Napolitano; Andrew P.,non-fiction,1595552669,9781595552662,349,714.0,4.17
Batman: The Dark Knight Returns,230,Miller; Frank,fiction,156389341X,9781563893414,197,131875.0,4.24
Anne of Avonlea (Anne of Green Gables; #2),230,Montgomery; L.M.,fiction,0553213148,9780553213140,304,95637.0,4.20
The Sixth Man (Sean King & Michelle Maxwell; #5),230,Baldacci; David,fiction,0446573108,9780446573108,416,29304.0,4.11
A Colossal Failure of Common Sense: The Inside Story of the Collapse of Lehman Brothers,230,McDonald; Lawrence G.,non-fiction,0307588335,9780307588333,368,1702.0,3.81
The Mists of Avalon (Avalon; #1),230,Bradley; Marion Zimmer,fiction,0345350499,9780345350497,876,148804.0,4.11
Dolores Claiborne,228,King; Stephen,fiction,2266047426,9782266047425,324,86849.0,3.78
Where'd You Go; Bernadette,228,Semple; Maria,fiction,0316204277,9780316204279,330,206731.0,3.91
Jack & Jill (Alex Cross; #3),228,Patterson; James,fiction,0446692654,9780446692656,466,50500.0,3.93
Four Past Midnight ,228,King; Stephen,fiction,0450542882,9780450542886,930,75635.0,3.89
D-Day; June 6; 1944: The Battle for the Normandy Beaches,228,Ambrose; Stephen E.,fiction,0743449746,9780743449748,656,17363.0,4.24
Joyland,228,King; Stephen,fiction,1781162646,9781781162644,283,68480.0,3.90
A Conflict Of Visions: Ideological Origins of Political Struggles,227,Sowell; Thomas,non-fiction,0465081428,9780465081424,304,1293.0,4.31
Ethan Frome,227,Wharton; Edith,fiction,0142437808,9780142437803,128,67419.0,3.32
Yes Please,227,Poehler; Amy,non-fiction,0062268341,9780062268341,329,186464.0,3.79
The Athena Project (Scott Harvath; #10),227,Thor; Brad,fiction,1439192952,9781439192955,336,6752.0,3.76
This Time Is Different: Eight Centuries of Financial Folly,227,Reinhart; Carmen M.,non-fiction,0691142165,9780691142166,460,4253.0,3.77
The Once and Future King (The Once and Future King #1-4),226,White; T.H.,fiction,0441627404,9780441627400,639,76616.0,4.07
The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning; Clean My Closets; Fight Right; Read Aristotle; and Generally Have More Fun,226,Rubin; Gretchen,fiction,0061583251,9780061583254,352,84729.0,3.55
The Language of Flowers,226,Diffenbaugh; Vanessa,fiction,034552554X,9780345525543,323,133507.0,4.06
The Plague,226,Camus; Albert,fiction,0679720219,9780679720218,308,96572.0,3.97
The Corrections,226,Franzen; Jonathan,fiction,1841156736,9781841156736,653,115056.0,3.77
The Subtle Knife (His Dark Materials; #2),226,Pullman; Philip,fiction,0679879250,9780679879251,326,238423.0,4.09
Same Kind of Different as Me,226,Hall; Ron,fiction,0849900417,9780849900419,240,49971.0,4.21
The Glass Menagerie,226,Williams; Tennessee,fiction,0811214044,9780811214049,104,84018.0,3.66
Centennial,226,Michener; James A.,fiction,0449214192,9780449214190,"1,056",28915.0,4.19
Twelfth Night,226,Shakespeare; William,fiction,0743482778,9780743482776,220,111784.0,3.96
Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore; #1),225,Sloan; Robin,fiction,0374214913,9780374214913,288,103679.0,3.76
The Amazing Adventures of Kavalier & Clay,225,Chabon; Michael,fiction,0312282990,9780312282998,639,140455.0,4.16
Freedom,225,Franzen; Jonathan,fiction,0374158460,9780374158460,576,117435.0,3.71
Coming Apart: The State of White America; 1960-2010,225,Murray; Charles,non-fiction,0307453421,9780307453426,416,2307.0,3.71
The Secret History,225,Tartt; Donna,fiction,1400031702,9781400031702,576,149005.0,4.06
Gorky Park (Arkady Renko; #1),225,Smith; Martin Cruz,fiction,0345298349,9780345298348,433,43280.0,4.03
Antifragile: Things That Gain from Disorder,225,Taleb; Nassim Nicholas,fiction,1400067820,9781400067824,521,13628.0,3.99
The Black Ice (Harry Bosch; #2; Harry Bosch World; #2)),224,Connelly; Michael,fiction,0446613444,9780446613446,448,35146.0,4.02
The Virtue of Selfishness: A New Concept of Egoism,224,Rand; Ayn,fiction,0451163931,9780451163936,176,9677.0,3.45
Julie and Julia: 365 Days; 524 Recipes; 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage; Her Job; and Her Sanity to Master the Art of Living,224,Powell; Julie,fiction,031610969X,9780316109697,310,113156.0,3.63
Master and Commander (Aubrey/Maturin; #1),224,O'Brian; Patrick,fiction,0393307050,9780393307054,459,30333.0,4.10
Meditations,223,Aurelius; Marcus,fiction,0140449337,9780140449334,304,39481.0,4.18
Crossroads of Twilight (Wheel of Time; #10),223,Jordan; Robert,fiction,0312864590,9780312864590,704,59420.0,3.81
In the Woods (Dublin Murder Squad; #1),223,French; Tana,fiction,0670038601,9780670038602,429,157104.0,3.72
Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches; the Most Powerful Indian Tribe in American History,223,Gwynne; S.C.,non-fiction,1416591052,9781416591054,384,18206.0,4.11
Peace Like a River,223,Enger; Leif,fiction,0802139256,9780802139252,312,55409.0,3.97
The Amityville Horror,223,Anson; Jay,fiction,0553116606,9780553116601,300,72287.0,3.80
Nothing to Envy: Ordinary Lives in North Korea,223,Demick; Barbara,non-fiction,0385523904,9780385523905,294,35278.0,4.41
Ulysses,223,Joyce; James,fiction,0679722769,9780679722762,810,74940.0,3.73
Sahara (Dirk Pitt; #11),222,Cussler; Clive,fiction,030720961X,9780307209610,400,46150.0,3.94
Fablehaven (Fablehaven; #1),222,Mull; Brandon,fiction,1590385810,9781590385814,351,92577.0,4.06
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,222,Jacobs; A.J.,fiction,0743291476,9780743291477,388,45887.0,3.75
The Husband's Secret,222,Moriarty; Liane,fiction,0399159347,9780399159343,396,246671.0,3.90
Death Masks (The Dresden Files; #5),222,Butcher; Jim,fiction,0451459407,9780451459404,451,78393.0,4.31
Inheritance (The Inheritance Cycle; #4),222,Paolini; Christopher,fiction,0375856110,9780375856112,849,137472.0,4.06
Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,222,Carlson; Richard,non-fiction,073380084X,9780733800849,248,58362.0,3.93
The Remnant (Left Behind; #10),222,LaHaye; Tim,fiction,0842332308,9780842332309,432,18099.0,4.00
Shadow Puppets (Ender's Shadow; #3),222,Card; Orson Scott,fiction,0765340054,9780765340054,384,41892.0,3.87
Pride and Prejudice and Zombies (Pride and Prejudice and Zombies; #1),221,Grahame-Smith; Seth,fiction,1594743347,9781594743344,319,96646.0,3.27
Major Pettigrew's Last Stand,221,Simonson; Helen,fiction,1400068932,9781400068937,358,93621.0,3.86
Stories I Only Tell My Friends,221,Lowe; Rob,non-fiction,080509329X,9780805093292,320,43296.0,3.75
Before I Go to Sleep,221,Watson; S.J.,fiction,0062060554,9780062060556,359,167562.0,3.85
The Color of Magic (Discworld; #1; Rincewind #1),221,Pratchett; Terry,fiction,0060855924,9780060855925,228,186626.0,3.95
The Thomas Sowell Reader,221,Sowell; Thomas,non-fiction,0465022502,9780465022502,464,297.0,4.34
Shanghai Girls (Shanghai Girls #1),221,See; Lisa,fiction,1400067111,9781400067114,309,103756.0,3.86
The 21 Irrefutable Laws of Leadership,220,Maxwell; John C.,non-fiction,0785274316,9780785274315,256,27300.0,4.10
With the Old Breed: At Peleliu and Okinawa,220,Sledge; Eugene B.,non-fiction,0195067142,9780195067149,326,17091.0,4.38
Echo Park (Harry Bosch; #12; Harry Bosch World; #14),220,Connelly; Michael,fiction,0316734950,9780316734950,405,28889.0,4.04
The Gift of the Magi,220,Henry; O.,fiction,141693586X,9781416935865,32,65404.0,4.07
Last Man Standing,220,Baldacci; David,fiction,0446611778,9780446611770,656,33120.0,4.01
Franny and Zooey,219,Salinger; J.D.,fiction,0316769029,9780316769020,201,150008.0,3.98
Alive: The Story of the Andes Survivors,219,Read; Piers Paul,fiction,038000321X,9780380003211,318,43063.0,4.06
Cold Sassy Tree,219,Burns; Olive Ann,fiction,038531258X,9780385312585,391,73778.0,3.97
The Mote in God's Eye,219,Niven; Larry,fiction,156865054X,9781568650548,596,46915.0,4.06
Knowing God,219,Packer; J.I.,non-fiction,083081650X,9780830816507,286,23730.0,4.30
The Mist,219,King; Stephen,fiction,0451223292,9780451223296,230,69824.0,3.89
Knife of Dreams (Wheel of Time; #11),219,Jordan; Robert,fiction,0812577566,9780812577563,860,67766.0,4.10
The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,219,Egan; Timothy,non-fiction,0618773479,9780618773473,312,28755.0,4.04
Towers of Midnight (Wheel of Time #13),218,Jordan; Robert,fiction,0765325942,9780765325945,863,85227.0,4.41
Year of Wonders,218,Brooks; Geraldine,fiction,0142001430,9780142001431,308,97698.0,3.99
Delivering Happiness: A Path to Profits; Passion; and Purpose,218,Hsieh; Tony,non-fiction,0446563048,9780446563048,246,31632.0,3.98
Old Yeller (Old Yeller; #1),218,Gipson; Fred,fiction,0060935472,9780060935474,132,65466.0,4.05
All the Pretty Horses (The Border Trilogy; #1),218,McCarthy; Cormac,fiction,0679744398,9780679744399,302,62763.0,3.96
The Red Pyramid (Kane Chronicles; #1),218,Riordan; Rick,fiction,1423113381,9781423113386,516,216542.0,4.05
The Time Keeper,218,Albom; Mitch,fiction,1401322786,9781401322786,224,68515.0,3.83
State of Wonder,218,Patchett; Ann,fiction,0062049801,9780062049803,353,117898.0,3.84
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,217,Kondo; Marie,non-fiction,1607747308,9781607747307,213,63966.0,3.78
On Liberty,217,Mill; John Stuart,non-fiction,0140432078,9780140432077,187,18641.0,3.92
The Running Man,216,Bachman; Richard,fiction,0451197968,9780451197962,336,52952.0,3.75
The Foundation Trilogy (Foundation; #1-3),216,Asimov; Isaac,fiction,0380508567,9780380508563,679,67112.0,4.38
The Eagle Has Landed (Liam Devlin; #1),216,Higgins; Jack,fiction,0140273344,9780140273342,352,37909.0,4.13
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,215,Sacks; Oliver,fiction,0684853949,9780684853949,243,87757.0,4.03
The Presidents Club: Inside the World's Most Exclusive Fraternity,215,Gibbs; Nancy,non-fiction,1439127700,9781439127704,641,6114.0,4.14
Wonder,215,Palacio; R.J.,fiction,0375869026,9780375869020,320,256501.0,4.42
The Complete Grimm's Fairy Tales,215,Grimm; Jacob,fiction,0394709306,9780394709307,880,117872.0,4.31
Stone of Tears (Sword of Truth; #2),215,Goodkind; Terry,fiction,0312857063,9780312857066,979,82240.0,4.10
13 Bankers: The Wall Street Takeover and the Next Financial Meltdown,215,Johnson; Simon,non-fiction,0307379051,9780307379054,305,2365.0,3.82
Blood Meridian; or the Evening Redness in the West,215,McCarthy; Cormac,fiction,0679728759,9780679728757,337,67417.0,4.19
The Reader,215,Schlink; Bernhard,fiction,0375408266,9780375408267,216,126710.0,3.72
The Last Coyote (Harry Bosch; #4; Harry Bosch World; #4),215,Connelly; Michael,fiction,075280944X,9780752809441,400,36122.0,4.19
Club Dead (Sookie Stackhouse; #3),215,Harris; Charlaine,fiction,1841493015,9781841493015,274,187173.0,4.03
The Lion (John Corey; #5),215,DeMille; Nelson,fiction,044658083X,9780446580830,437,20466.0,4.21
The Real America: Messages from the Heart and Heartland,214,Beck; Glenn,non-fiction,0743496965,9780743496964,272,666.0,3.70
In a Sunburned Country,214,Bryson; Bill,fiction,0767903862,9780767903868,335,57827.0,4.04
The Righteous Mind: Why Good People are Divided by Politics and Religion,214,Haidt; Jonathan,non-fiction,0307377903,9780307377906,392,10026.0,4.08
To the Nines (Stephanie Plum; #9),214,Evanovich; Janet,fiction,0747267634,9780747267638,320,85325.0,4.15
Mostly Harmless (Hitchhiker's Guide; #5),214,Adams; Douglas,fiction,0345418778,9780345418777,240,72309.0,3.96
Hannibal (Hannibal Lecter; #3),214,Harris; Thomas,fiction,0099297701,9780099297703,562,54578.0,3.68
Simple Genius (Sean King & Michelle Maxwell; #3),214,Baldacci; David,fiction,0446580341,9780446580342,420,21752.0,3.86
First Family (Sean King & Michelle Maxwell; #4),214,Baldacci; David,fiction,0446539759,9780446539753,449,22086.0,3.95
War and Remembrance (The Henry Family; #2),214,Wouk; Herman,fiction,0316954993,9780316954990,"1,056",24822.0,4.36
The Storyteller,214,Picoult; Jodi,fiction,1439102767,9781439102763,460,101503.0,4.25
All the King's Men,214,Warren; Robert Penn,fiction,0156004801,9780156004800,438,42636.0,4.07
The First American: The Life and Times of Benjamin Franklin,214,Brands; H.W.,fiction,0385495404,9780385495400,765,14084.0,4.08
Song of Susannah (The Dark Tower; #6),214,King; Stephen,fiction,1416521496,9781416521495,544,79977.0,3.98
In Fifty Years We'll All Be Chicks . . . And Other Complaints from an Angry Middle-Aged White Guy,213,Carolla; Adam,non-fiction,0307717372,9780307717375,256,7261.0,3.71
Believing Christ: The Parable of the Bicycle and Other Good News,213,Robinson; Stephen E.,non-fiction,1570089264,9781570089268,160,12404.0,4.51
Switch: How to Change Things When Change Is Hard,213,Heath; Chip,non-fiction,0385528752,9780385528757,320,25192.0,4.00
Breakfast at Tiffany's,213,Capote; Truman,fiction,0679745653,9780679745655,142,129810.0,3.89
Calvin and Hobbes,213,Watterson; Bill,fiction,0836220889,9780836220889,128,103896.0,4.61
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,213,Konigsburg; E.L.,fiction,0744583276,9780744583274,125,127832.0,4.14
Eleven on Top (Stephanie Plum; #11),213,Evanovich; Janet,fiction,0312985347,9780312985349,321,81145.0,4.14
The Beach House,213,Patterson; James,fiction,0446612545,9780446612548,356,65741.0,3.81
Drums of Autumn (Outlander; #4),213,Gabaldon; Diana,fiction,0385335989,9780385335980,880,117368.0,4.33
The Long Walk,213,Bachman; Richard,fiction,0451196716,9780451196712,370,69305.0,4.11
Station Eleven,213,Mandel; Emily St. John,fiction,0385353308,9780385353304,336,134059.0,4.00
The Emperor of All Maladies: A Biography of Cancer,213,Mukherjee; Siddhartha,fiction,1439107955,9781439107959,571,42781.0,4.26
It's Not About the Bike: My Journey Back to Life,213,Armstrong; Lance,fiction,0425179613,9780425179611,294,30199.0,3.73
Blood Rites (The Dresden Files; #6),213,Butcher; Jim,fiction,0451459873,9780451459879,439,74560.0,4.33
Dead to the World (Sookie Stackhouse; #4),213,Harris; Charlaine,fiction,0441012183,9780441012183,291,186637.0,4.13
Titan: The Life of John D. Rockefeller; Sr.,212,Chernow; Ron,non-fiction,1400077303,9781400077304,832,7020.0,4.16
A Princess of Mars (Barsoom; #1),212,Burroughs; Edgar Rice,fiction,0143104888,9780143104889,186,37925.0,3.79
Brother Odd (Odd Thomas; #3),212,Koontz; Dean,fiction,0553804804,9780553804805,364,47534.0,3.97
Finger Lickin' Fifteen (Stephanie Plum; #15),212,Evanovich; Janet,fiction,0312383282,9780312383282,308,64515.0,3.97
Fifty Shades Freed (Fifty Shades; #3),212,James; E.L.,fiction,1612130607,9781612130606,551,562128.0,3.90
Intensity,212,Koontz; Dean,fiction,0553582917,9780553582918,436,55665.0,4.03
Isaac's Storm: A Man; a Time; and the Deadliest Hurricane in History,211,Larson; Erik,fiction,0375708278,9780375708275,336,27229.0,4.04
Empire Falls,211,Russo; Richard,fiction,0375726403,9780375726408,483,85115.0,3.89
Control: Exposing the Truth About Guns,211,Beck; Glenn,non-fiction,1476739870,9781476739878,189,887.0,4.12
Gates of Fire: An Epic Novel of the Battle of Thermopylae,211,Pressfield; Steven,fiction,055338368X,9780553383683,384,17994.0,4.39
Madeline,211,Bemelmans; Ludwig,fiction,0590133373,9780590133371,44,132113.0,4.21
The BFG,211,Dahl; Roald,fiction,0141311371,9780141311371,199,209368.0,4.20
Influence: The Psychology of Persuasion,211,Cialdini; Robert B.,fiction,006124189X,9780061241895,320,40735.0,4.14
The Odessa File,211,Forsyth; Frederick,fiction,0553271989,9780553271980,334,38485.0,4.08
The Jungle Books,211,Kipling; Rudyard,fiction,0451529758,9780451529756,368,61161.0,3.99
The Origin of Species,211,Darwin; Charles,fiction,0785819118,9780785819110,703,61027.0,3.95
High Five (Stephanie Plum; #5),211,Evanovich; Janet,fiction,0330371231,9780330371230,336,92520.0,4.16
The Undercover Economist,210,Harford; Tim,non-fiction,0195189779,9780195189773,276,17788.0,3.77
Twelve Sharp (Stephanie Plum; #12),210,Evanovich; Janet,fiction,0312349486,9780312349486,310,72472.0,4.13
The Grand Design,210,Hawking; Stephen,fiction,0553805371,9780553805376,199,37867.0,3.98
